model,metin,skor
stemmed_cbow_win2_dim100,bekle kalp rüya git gel bekle yollar gözler aşk rüya rüya gece aşk rüya bekle aşk aşk gece gözler bekle rüya kalp gözler rüya hayat gece yollar yollar özlem bekle aşk gözler aşk özlem gözler gözler gel özlem yalnızlık yalnızlık rüya gece kalp gel hayat özlem bekle gözler hayat yalnızlık gözler gel yollar gel gözler bekle gözler yollar gözler rüya bekle git kalp aşk rüya yalnızlık aşk bekle yalnızlık yalnızlık yalnızlık gözler kalp gel kalp hayat gece özlem yalnızlık yollar bekle özlem bekle hayat bekle bekle aşk gözler gece gözler yollar bekle gel kalp gece kalp gece gel aşk özlem gözler hayat gel bekle bekle özlem git yollar hayat gözler gözler yollar hayat gece aşk bekle gece gözler rüya gel gözler hayat hayat gece hayat özlem aşk rüya rüya git bekle rüya yalnızlık gözler gece kalp yollar hayat gözler gözler bekle kalp rüya gözler git özlem yollar hayat yollar gözler git özlem rüya gece gözler rüya özlem yalnızlık gel hayat hayat hayat git rüya kalp gece gözler git kalp gel yollar yollar kalp gel gece rüya kalp rüya hayat yalnızlık rüya aşk rüya bekle rüya yalnızlık bekle yollar bekle gözler yollar rüya yollar yalnızlık gece gece gece kalp rüya gece gel rüya rüya aşk rüya kalp rüya git hayat git bekle aşk gözler aşk rüya gece özlem aşk hayat yalnızlık yollar hayat bekle gece gel yollar rüya gözler gel gece gece gece git hayat git aşk git gözler özlem kalp kalp gece git yalnızlık git hayat rüya hayat git gece hayat kalp hayat git rüya aşk yalnızlık yollar özlem aşk gece özlem yollar gece aşk yollar gözler gel hayat hayat kalp yollar gel git hayat hayat gel yalnızlık aşk gözler hayat hayat yalnızlık rüya gel rüya yalnızlık yollar gel gözler özlem yalnızlık özlem hayat gözler hayat özlem rüya git git kalp git yollar gözler gel hayat gece özlem özlem gözler gözler özlem git özlem git aşk yalnızlık aşk kalp özlem git özlem kalp hayat gözler rüya gece yollar aşk kalp rüya yollar özlem git gece aşk yalnızlık gözler bekle özlem gece rüya yalnızlık gece gel gece gece gece rüya gece gözler özlem gözler hayat hayat hayat gel aşk yalnızlık yollar bekle aşk kalp hayat kalp git bekle gözler hayat yollar bekle hayat gece özlem yalnızlık kalp hayat gözler git bekle hayat gözler yollar hayat kalp özlem aşk gözler aşk özlem git kalp gel bekle yalnızlık kalp git gel git özlem özlem bekle kalp yollar gözler gece kalp git git yollar gel git yalnızlık yalnızlık hayat yollar gel hayat özlem gel bekle git bekle yollar aşk aşk bekle gece rüya hayat rüya yalnızlık gözler yollar rüya yollar yollar yalnızlık hayat gece hayat gel rüya yollar gözler aşk rüya git yollar rüya rüya bekle gözler özlem özlem yalnızlık git kalp yollar yollar gözler git aşk rüya özlem gel özlem aşk aşk gece git yalnızlık kalp gel,0.0
stemmed_cbow_win2_dim300,kalp bekle gözler özlem yalnızlık kalp hayat gel yalnızlık gel aşk gece gözler git kalp özlem hayat yollar yalnızlık yalnızlık gel bekle rüya git gece hayat aşk gece yollar yalnızlık kalp özlem gözler gözler aşk yollar gece rüya rüya gece bekle gözler gel gel yollar hayat yalnızlık yollar gözler aşk özlem yollar aşk özlem gözler bekle gece yollar gel yollar gece kalp gözler bekle kalp yalnızlık hayat gel özlem özlem bekle git aşk özlem gece aşk rüya rüya kalp git bekle özlem gece rüya rüya gece bekle gel yalnızlık rüya gözler gece git gözler gece özlem hayat kalp git hayat kalp bekle rüya hayat hayat bekle git rüya gel gel hayat hayat gel yalnızlık gel kalp git aşk gözler yollar gece yollar özlem yollar gözler git kalp kalp git hayat gözler kalp hayat kalp özlem git gel yalnızlık git özlem yalnızlık aşk aşk git git yalnızlık bekle gel rüya özlem gözler gel git özlem gözler yollar özlem yalnızlık rüya gece kalp yalnızlık kalp yollar kalp gece gözler gel rüya hayat bekle yalnızlık aşk git özlem aşk bekle git yollar rüya rüya gel yollar git gözler rüya bekle özlem git aşk aşk bekle git gözler git gözler rüya yalnızlık kalp yollar gece gel hayat gözler aşk hayat hayat yalnızlık hayat gece aşk kalp yalnızlık özlem bekle hayat bekle aşk rüya özlem kalp yollar gece yalnızlık aşk gece yollar özlem aşk bekle aşk bekle gel hayat bekle gel hayat gel aşk gece gece gel rüya bekle yollar gözler aşk özlem bekle hayat özlem gece gel yalnızlık kalp gece gel gece hayat aşk özlem gel bekle özlem gel hayat kalp gel yalnızlık rüya yalnızlık yollar bekle git yollar hayat gözler hayat hayat özlem yalnızlık gece rüya hayat rüya rüya özlem gözler rüya bekle hayat yollar özlem yalnızlık gel rüya bekle rüya hayat hayat aşk hayat rüya gece yollar gece gözler yalnızlık gözler yollar yalnızlık özlem kalp yollar git yollar bekle yollar aşk gözler gece gece yollar aşk hayat rüya bekle bekle rüya özlem bekle yollar hayat hayat yollar gözler kalp gözler yalnızlık özlem rüya kalp özlem bekle aşk gözler bekle kalp kalp hayat özlem git gel yalnızlık gece yollar yalnızlık gözler özlem kalp gel git kalp bekle özlem rüya yollar bekle rüya aşk hayat yollar bekle git gel kalp gel yollar hayat gel git bekle rüya gözler yalnızlık yalnızlık yollar git git aşk aşk rüya gel git hayat gece kalp hayat bekle özlem bekle aşk gel yalnızlık yollar kalp yalnızlık hayat git aşk hayat yollar git rüya aşk yollar gece yollar yollar kalp gözler hayat git aşk özlem gözler yollar hayat git aşk gece hayat gel gel rüya gece kalp özlem yollar gözler aşk yollar git yollar yalnızlık yollar kalp kalp aşk aşk bekle yalnızlık bekle gel yalnızlık gel gece özlem gece gözler yollar bekle,0.0
stemmed_cbow_win2_dim300,kalp hayat özlem aşk kalp kalp yalnızlık kalp bekle gözler rüya gece gece yalnızlık gözler gece özlem yollar yalnızlık rüya rüya rüya yalnızlık gel aşk özlem gözler gözler rüya yollar git özlem gözler gözler rüya kalp yollar git kalp gel gözler yalnızlık yalnızlık bekle yalnızlık rüya yollar rüya gözler rüya gel yollar bekle gel aşk özlem yalnızlık yalnızlık kalp gel gözler yalnızlık yollar hayat yollar aşk git gözler gel hayat gece gece git yalnızlık yalnızlık gözler git aşk özlem rüya gözler gel bekle rüya hayat gözler aşk gel yalnızlık bekle hayat gece hayat yalnızlık gel rüya yollar gel rüya aşk bekle gel bekle gözler git gel yollar aşk hayat kalp aşk kalp yollar özlem yalnızlık özlem yollar yalnızlık git git özlem bekle rüya bekle kalp gel yollar git kalp aşk aşk git kalp özlem kalp bekle gözler yalnızlık yollar aşk aşk hayat hayat yollar kalp özlem özlem bekle rüya yollar özlem gece gözler gözler yalnızlık bekle gece yollar kalp gece hayat gözler rüya git git özlem gece aşk bekle gece özlem gel yalnızlık yalnızlık yalnızlık gözler hayat gece gözler gece gece rüya gel aşk kalp yollar gel bekle özlem özlem rüya kalp özlem gözler aşk bekle bekle gece gece bekle gel rüya yalnızlık aşk bekle yalnızlık gel aşk hayat git rüya aşk yalnızlık gece gece gözler aşk gel gece gözler gözler aşk hayat gel gel yalnızlık gözler git yollar aşk rüya gece bekle gece yalnızlık hayat gözler yalnızlık hayat hayat git yalnızlık gece hayat özlem kalp yollar bekle kalp gece yalnızlık gece yalnızlık gözler git kalp yalnızlık kalp rüya yollar rüya gel yollar git yollar git yollar hayat kalp yalnızlık hayat gözler aşk gel hayat gözler özlem gözler yollar gel özlem yalnızlık gece yollar aşk özlem hayat özlem bekle aşk rüya gel bekle özlem git aşk aşk bekle gece gece gel yalnızlık gece gel hayat,0.0
stemmed_cbow_win2_dim300,yalnızlık gece kalp git aşk bekle git gece bekle özlem git yollar kalp gece bekle aşk yalnızlık aşk bekle gel yollar aşk git kalp yollar özlem yollar gözler özlem yollar rüya aşk gözler rüya gözler bekle hayat bekle rüya gözler gel gel gel kalp yalnızlık yalnızlık yollar gözler kalp aşk hayat aşk bekle rüya gel git gel gece bekle git özlem gözler gözler kalp gece aşk rüya rüya hayat bekle rüya gözler kalp aşk git özlem kalp yollar bekle gel gece özlem bekle gözler kalp hayat yollar rüya özlem kalp gözler kalp gece özlem gözler gözler özlem gel yollar git git rüya gece gece aşk hayat kalp hayat hayat kalp rüya kalp yalnızlık gözler rüya aşk gözler özlem özlem yalnızlık aşk gel özlem yollar gel aşk aşk gece gece rüya rüya gece kalp gel git gece yollar bekle yalnızlık özlem gece gözler özlem bekle hayat özlem gece kalp hayat gözler bekle gözler rüya gece kalp kalp gece yollar hayat özlem git bekle bekle gel kalp yollar kalp git yollar yalnızlık rüya yollar gözler gel aşk aşk aşk yalnızlık git rüya gel gece yalnızlık yollar aşk yalnızlık kalp git gözler gözler bekle rüya gel bekle yalnızlık git aşk gel gel git gözler gözler gözler rüya gel yollar hayat yollar gece rüya yalnızlık bekle aşk yollar rüya gece gözler özlem yalnızlık yalnızlık bekle bekle kalp yollar özlem kalp yalnızlık özlem rüya gözler git rüya kalp gel özlem özlem aşk özlem hayat kalp git kalp gözler gel bekle kalp hayat rüya kalp git rüya kalp yollar gel yalnızlık aşk gel git gözler bekle yalnızlık git kalp gece bekle aşk bekle git gel git yollar özlem kalp gece git git gözler yalnızlık rüya yalnızlık bekle gel gece gel gözler rüya rüya hayat gözler hayat bekle git gözler özlem bekle yalnızlık gözler rüya rüya gözler rüya hayat yollar rüya bekle yollar rüya özlem kalp rüya gözler git yalnızlık yalnızlık bekle hayat yollar gözler bekle bekle git gece özlem yollar aşk git bekle aşk hayat gece aşk git yollar hayat gel hayat git gel gözler rüya aşk bekle özlem gözler özlem git özlem bekle kalp yalnızlık gözler hayat özlem hayat aşk kalp bekle gel gel kalp bekle rüya gözler rüya rüya git özlem bekle yalnızlık gel kalp git git bekle özlem aşk hayat hayat aşk özlem özlem gel aşk aşk kalp özlem kalp aşk kalp özlem gözler hayat bekle yalnızlık gel gece gözler yalnızlık yollar özlem git rüya gözler gece rüya gözler rüya yollar gece aşk git yalnızlık git rüya aşk özlem rüya rüya yalnızlık aşk gece aşk aşk hayat hayat yalnızlık git,0.0
stemmed_cbow_win2_dim300,bekle bekle gece gel rüya yollar gece hayat yollar aşk bekle gece kalp gözler rüya yalnızlık gece rüya yalnızlık gece bekle gözler bekle aşk yalnızlık yalnızlık bekle rüya özlem hayat kalp gözler yollar gözler gözler aşk git kalp rüya özlem bekle yalnızlık rüya gel özlem git bekle kalp gözler bekle hayat gözler kalp git hayat aşk yollar yalnızlık aşk yollar yollar aşk gel kalp kalp git yollar kalp yalnızlık git özlem gözler rüya gece özlem gece bekle gözler gözler rüya hayat gözler rüya gözler özlem rüya yollar rüya aşk gel özlem kalp aşk hayat yollar gece kalp gözler kalp gözler hayat aşk aşk gece git aşk bekle gel git kalp aşk bekle gözler rüya yollar özlem aşk git kalp hayat gel aşk aşk gece yollar gece özlem yollar git kalp git gözler hayat hayat kalp aşk git bekle gel gece yollar git hayat yalnızlık gözler yollar rüya gel kalp bekle gece gel özlem rüya özlem yalnızlık gözler gözler kalp kalp özlem bekle git gözler yalnızlık yalnızlık yollar gel kalp rüya rüya gece yalnızlık yollar hayat özlem yollar git gel gel gece aşk bekle gözler aşk gece özlem rüya özlem özlem kalp kalp yalnızlık gel gece gece yollar gece kalp gece bekle özlem yollar yalnızlık aşk yollar aşk yollar git aşk hayat bekle gece yollar bekle gözler kalp gel yalnızlık gel yalnızlık hayat yollar hayat özlem özlem aşk gel hayat gözler hayat kalp kalp özlem özlem gece hayat yalnızlık gel gece aşk rüya kalp kalp git bekle git aşk gel hayat gel gece gece yollar yalnızlık gel yollar aşk kalp aşk yalnızlık rüya hayat kalp git gece bekle hayat gel git özlem gece rüya gece git aşk yollar bekle git rüya aşk gözler yalnızlık gel bekle bekle gece yalnızlık gel özlem yollar kalp kalp gece bekle özlem git yollar gel kalp gece aşk bekle gece gece özlem özlem bekle git yalnızlık özlem gözler gözler hayat hayat kalp özlem gece yollar git aşk gel bekle özlem gözler git kalp özlem gözler gece hayat gel yollar gel gece kalp aşk yollar aşk gece hayat aşk yalnızlık aşk yollar gece git hayat gözler yollar özlem yollar özlem aşk bekle rüya yollar gözler yalnızlık gece bekle hayat rüya aşk kalp yollar hayat yalnızlık git yalnızlık yollar gece özlem hayat bekle bekle aşk özlem gel yollar hayat yalnızlık gece git yalnızlık yollar yollar bekle yalnızlık hayat yalnızlık aşk hayat yollar kalp gözler gözler yalnızlık gözler rüya rüya hayat aşk hayat gözler kalp bekle yalnızlık yalnızlık kalp yollar aşk rüya gel yollar yalnızlık bekle gözler gözler gece gece hayat rüya hayat rüya gel bekle,0.0
stemmed_cbow_win2_dim300,bekle kalp rüya git gel bekle yollar gözler aşk rüya rüya gece aşk rüya bekle aşk aşk gece gözler bekle rüya kalp gözler rüya hayat gece yollar yollar özlem bekle aşk gözler aşk özlem gözler gözler gel özlem yalnızlık yalnızlık rüya gece kalp gel hayat özlem bekle gözler hayat yalnızlık gözler gel yollar gel gözler bekle gözler yollar gözler rüya bekle git kalp aşk rüya yalnızlık aşk bekle yalnızlık yalnızlık yalnızlık gözler kalp gel kalp hayat gece özlem yalnızlık yollar bekle özlem bekle hayat bekle bekle aşk gözler gece gözler yollar bekle gel kalp gece kalp gece gel aşk özlem gözler hayat gel bekle bekle özlem git yollar hayat gözler gözler yollar hayat gece aşk bekle gece gözler rüya gel gözler hayat hayat gece hayat özlem aşk rüya rüya git bekle rüya yalnızlık gözler gece kalp yollar hayat gözler gözler bekle kalp rüya gözler git özlem yollar hayat yollar gözler git özlem rüya gece gözler rüya özlem yalnızlık gel hayat hayat hayat git rüya kalp gece gözler git kalp gel yollar yollar kalp gel gece rüya kalp rüya hayat yalnızlık rüya aşk rüya bekle rüya yalnızlık bekle yollar bekle gözler yollar rüya yollar yalnızlık gece gece gece kalp rüya gece gel rüya rüya aşk rüya kalp rüya git hayat git bekle aşk gözler aşk rüya gece özlem aşk hayat yalnızlık yollar hayat bekle gece gel yollar rüya gözler gel gece gece gece git hayat git aşk git gözler özlem kalp kalp gece git yalnızlık git hayat rüya hayat git gece hayat kalp hayat git rüya aşk yalnızlık yollar özlem aşk gece özlem yollar gece aşk yollar gözler gel hayat hayat kalp yollar gel git hayat hayat gel yalnızlık aşk gözler hayat hayat yalnızlık rüya gel rüya yalnızlık yollar gel gözler özlem yalnızlık özlem hayat gözler hayat özlem rüya git git kalp git yollar gözler gel hayat gece özlem özlem gözler gözler özlem git özlem git aşk yalnızlık aşk kalp özlem git özlem kalp hayat gözler rüya gece yollar aşk kalp rüya yollar özlem git gece aşk yalnızlık gözler bekle özlem gece rüya yalnızlık gece gel gece gece gece rüya gece gözler özlem gözler hayat hayat hayat gel aşk yalnızlık yollar bekle aşk kalp hayat kalp git bekle gözler hayat yollar bekle hayat gece özlem yalnızlık kalp hayat gözler git bekle hayat gözler yollar hayat kalp özlem aşk gözler aşk özlem git kalp gel bekle yalnızlık kalp git gel git özlem özlem bekle kalp yollar gözler gece kalp git git yollar gel git yalnızlık yalnızlık hayat yollar gel hayat özlem gel bekle git bekle yollar aşk aşk bekle gece rüya hayat rüya yalnızlık gözler yollar rüya yollar yollar yalnızlık hayat gece hayat gel rüya yollar gözler aşk rüya git yollar rüya rüya bekle gözler özlem özlem yalnızlık git kalp yollar yollar gözler git aşk rüya özlem gel özlem aşk aşk gece git yalnızlık kalp gel,0.0
stemmed_cbow_win4_dim100,kalp bekle gözler özlem yalnızlık kalp hayat gel yalnızlık gel aşk gece gözler git kalp özlem hayat yollar yalnızlık yalnızlık gel bekle rüya git gece hayat aşk gece yollar yalnızlık kalp özlem gözler gözler aşk yollar gece rüya rüya gece bekle gözler gel gel yollar hayat yalnızlık yollar gözler aşk özlem yollar aşk özlem gözler bekle gece yollar gel yollar gece kalp gözler bekle kalp yalnızlık hayat gel özlem özlem bekle git aşk özlem gece aşk rüya rüya kalp git bekle özlem gece rüya rüya gece bekle gel yalnızlık rüya gözler gece git gözler gece özlem hayat kalp git hayat kalp bekle rüya hayat hayat bekle git rüya gel gel hayat hayat gel yalnızlık gel kalp git aşk gözler yollar gece yollar özlem yollar gözler git kalp kalp git hayat gözler kalp hayat kalp özlem git gel yalnızlık git özlem yalnızlık aşk aşk git git yalnızlık bekle gel rüya özlem gözler gel git özlem gözler yollar özlem yalnızlık rüya gece kalp yalnızlık kalp yollar kalp gece gözler gel rüya hayat bekle yalnızlık aşk git özlem aşk bekle git yollar rüya rüya gel yollar git gözler rüya bekle özlem git aşk aşk bekle git gözler git gözler rüya yalnızlık kalp yollar gece gel hayat gözler aşk hayat hayat yalnızlık hayat gece aşk kalp yalnızlık özlem bekle hayat bekle aşk rüya özlem kalp yollar gece yalnızlık aşk gece yollar özlem aşk bekle aşk bekle gel hayat bekle gel hayat gel aşk gece gece gel rüya bekle yollar gözler aşk özlem bekle hayat özlem gece gel yalnızlık kalp gece gel gece hayat aşk özlem gel bekle özlem gel hayat kalp gel yalnızlık rüya yalnızlık yollar bekle git yollar hayat gözler hayat hayat özlem yalnızlık gece rüya hayat rüya rüya özlem gözler rüya bekle hayat yollar özlem yalnızlık gel rüya bekle rüya hayat hayat aşk hayat rüya gece yollar gece gözler yalnızlık gözler yollar yalnızlık özlem kalp yollar git yollar bekle yollar aşk gözler gece gece yollar aşk hayat rüya bekle bekle rüya özlem bekle yollar hayat hayat yollar gözler kalp gözler yalnızlık özlem rüya kalp özlem bekle aşk gözler bekle kalp kalp hayat özlem git gel yalnızlık gece yollar yalnızlık gözler özlem kalp gel git kalp bekle özlem rüya yollar bekle rüya aşk hayat yollar bekle git gel kalp gel yollar hayat gel git bekle rüya gözler yalnızlık yalnızlık yollar git git aşk aşk rüya gel git hayat gece kalp hayat bekle özlem bekle aşk gel yalnızlık yollar kalp yalnızlık hayat git aşk hayat yollar git rüya aşk yollar gece yollar yollar kalp gözler hayat git aşk özlem gözler yollar hayat git aşk gece hayat gel gel rüya gece kalp özlem yollar gözler aşk yollar git yollar yalnızlık yollar kalp kalp aşk aşk bekle yalnızlık bekle gel yalnızlık gel gece özlem gece gözler yollar bekle,0.0
stemmed_cbow_win4_dim100,kalp hayat özlem aşk kalp kalp yalnızlık kalp bekle gözler rüya gece gece yalnızlık gözler gece özlem yollar yalnızlık rüya rüya rüya yalnızlık gel aşk özlem gözler gözler rüya yollar git özlem gözler gözler rüya kalp yollar git kalp gel gözler yalnızlık yalnızlık bekle yalnızlık rüya yollar rüya gözler rüya gel yollar bekle gel aşk özlem yalnızlık yalnızlık kalp gel gözler yalnızlık yollar hayat yollar aşk git gözler gel hayat gece gece git yalnızlık yalnızlık gözler git aşk özlem rüya gözler gel bekle rüya hayat gözler aşk gel yalnızlık bekle hayat gece hayat yalnızlık gel rüya yollar gel rüya aşk bekle gel bekle gözler git gel yollar aşk hayat kalp aşk kalp yollar özlem yalnızlık özlem yollar yalnızlık git git özlem bekle rüya bekle kalp gel yollar git kalp aşk aşk git kalp özlem kalp bekle gözler yalnızlık yollar aşk aşk hayat hayat yollar kalp özlem özlem bekle rüya yollar özlem gece gözler gözler yalnızlık bekle gece yollar kalp gece hayat gözler rüya git git özlem gece aşk bekle gece özlem gel yalnızlık yalnızlık yalnızlık gözler hayat gece gözler gece gece rüya gel aşk kalp yollar gel bekle özlem özlem rüya kalp özlem gözler aşk bekle bekle gece gece bekle gel rüya yalnızlık aşk bekle yalnızlık gel aşk hayat git rüya aşk yalnızlık gece gece gözler aşk gel gece gözler gözler aşk hayat gel gel yalnızlık gözler git yollar aşk rüya gece bekle gece yalnızlık hayat gözler yalnızlık hayat hayat git yalnızlık gece hayat özlem kalp yollar bekle kalp gece yalnızlık gece yalnızlık gözler git kalp yalnızlık kalp rüya yollar rüya gel yollar git yollar git yollar hayat kalp yalnızlık hayat gözler aşk gel hayat gözler özlem gözler yollar gel özlem yalnızlık gece yollar aşk özlem hayat özlem bekle aşk rüya gel bekle özlem git aşk aşk bekle gece gece gel yalnızlık gece gel hayat,0.0
stemmed_cbow_win4_dim100,yalnızlık gece kalp git aşk bekle git gece bekle özlem git yollar kalp gece bekle aşk yalnızlık aşk bekle gel yollar aşk git kalp yollar özlem yollar gözler özlem yollar rüya aşk gözler rüya gözler bekle hayat bekle rüya gözler gel gel gel kalp yalnızlık yalnızlık yollar gözler kalp aşk hayat aşk bekle rüya gel git gel gece bekle git özlem gözler gözler kalp gece aşk rüya rüya hayat bekle rüya gözler kalp aşk git özlem kalp yollar bekle gel gece özlem bekle gözler kalp hayat yollar rüya özlem kalp gözler kalp gece özlem gözler gözler özlem gel yollar git git rüya gece gece aşk hayat kalp hayat hayat kalp rüya kalp yalnızlık gözler rüya aşk gözler özlem özlem yalnızlık aşk gel özlem yollar gel aşk aşk gece gece rüya rüya gece kalp gel git gece yollar bekle yalnızlık özlem gece gözler özlem bekle hayat özlem gece kalp hayat gözler bekle gözler rüya gece kalp kalp gece yollar hayat özlem git bekle bekle gel kalp yollar kalp git yollar yalnızlık rüya yollar gözler gel aşk aşk aşk yalnızlık git rüya gel gece yalnızlık yollar aşk yalnızlık kalp git gözler gözler bekle rüya gel bekle yalnızlık git aşk gel gel git gözler gözler gözler rüya gel yollar hayat yollar gece rüya yalnızlık bekle aşk yollar rüya gece gözler özlem yalnızlık yalnızlık bekle bekle kalp yollar özlem kalp yalnızlık özlem rüya gözler git rüya kalp gel özlem özlem aşk özlem hayat kalp git kalp gözler gel bekle kalp hayat rüya kalp git rüya kalp yollar gel yalnızlık aşk gel git gözler bekle yalnızlık git kalp gece bekle aşk bekle git gel git yollar özlem kalp gece git git gözler yalnızlık rüya yalnızlık bekle gel gece gel gözler rüya rüya hayat gözler hayat bekle git gözler özlem bekle yalnızlık gözler rüya rüya gözler rüya hayat yollar rüya bekle yollar rüya özlem kalp rüya gözler git yalnızlık yalnızlık bekle hayat yollar gözler bekle bekle git gece özlem yollar aşk git bekle aşk hayat gece aşk git yollar hayat gel hayat git gel gözler rüya aşk bekle özlem gözler özlem git özlem bekle kalp yalnızlık gözler hayat özlem hayat aşk kalp bekle gel gel kalp bekle rüya gözler rüya rüya git özlem bekle yalnızlık gel kalp git git bekle özlem aşk hayat hayat aşk özlem özlem gel aşk aşk kalp özlem kalp aşk kalp özlem gözler hayat bekle yalnızlık gel gece gözler yalnızlık yollar özlem git rüya gözler gece rüya gözler rüya yollar gece aşk git yalnızlık git rüya aşk özlem rüya rüya yalnızlık aşk gece aşk aşk hayat hayat yalnızlık git,0.0
stemmed_cbow_win4_dim100,bekle bekle gece gel rüya yollar gece hayat yollar aşk bekle gece kalp gözler rüya yalnızlık gece rüya yalnızlık gece bekle gözler bekle aşk yalnızlık yalnızlık bekle rüya özlem hayat kalp gözler yollar gözler gözler aşk git kalp rüya özlem bekle yalnızlık rüya gel özlem git bekle kalp gözler bekle hayat gözler kalp git hayat aşk yollar yalnızlık aşk yollar yollar aşk gel kalp kalp git yollar kalp yalnızlık git özlem gözler rüya gece özlem gece bekle gözler gözler rüya hayat gözler rüya gözler özlem rüya yollar rüya aşk gel özlem kalp aşk hayat yollar gece kalp gözler kalp gözler hayat aşk aşk gece git aşk bekle gel git kalp aşk bekle gözler rüya yollar özlem aşk git kalp hayat gel aşk aşk gece yollar gece özlem yollar git kalp git gözler hayat hayat kalp aşk git bekle gel gece yollar git hayat yalnızlık gözler yollar rüya gel kalp bekle gece gel özlem rüya özlem yalnızlık gözler gözler kalp kalp özlem bekle git gözler yalnızlık yalnızlık yollar gel kalp rüya rüya gece yalnızlık yollar hayat özlem yollar git gel gel gece aşk bekle gözler aşk gece özlem rüya özlem özlem kalp kalp yalnızlık gel gece gece yollar gece kalp gece bekle özlem yollar yalnızlık aşk yollar aşk yollar git aşk hayat bekle gece yollar bekle gözler kalp gel yalnızlık gel yalnızlık hayat yollar hayat özlem özlem aşk gel hayat gözler hayat kalp kalp özlem özlem gece hayat yalnızlık gel gece aşk rüya kalp kalp git bekle git aşk gel hayat gel gece gece yollar yalnızlık gel yollar aşk kalp aşk yalnızlık rüya hayat kalp git gece bekle hayat gel git özlem gece rüya gece git aşk yollar bekle git rüya aşk gözler yalnızlık gel bekle bekle gece yalnızlık gel özlem yollar kalp kalp gece bekle özlem git yollar gel kalp gece aşk bekle gece gece özlem özlem bekle git yalnızlık özlem gözler gözler hayat hayat kalp özlem gece yollar git aşk gel bekle özlem gözler git kalp özlem gözler gece hayat gel yollar gel gece kalp aşk yollar aşk gece hayat aşk yalnızlık aşk yollar gece git hayat gözler yollar özlem yollar özlem aşk bekle rüya yollar gözler yalnızlık gece bekle hayat rüya aşk kalp yollar hayat yalnızlık git yalnızlık yollar gece özlem hayat bekle bekle aşk özlem gel yollar hayat yalnızlık gece git yalnızlık yollar yollar bekle yalnızlık hayat yalnızlık aşk hayat yollar kalp gözler gözler yalnızlık gözler rüya rüya hayat aşk hayat gözler kalp bekle yalnızlık yalnızlık kalp yollar aşk rüya gel yollar yalnızlık bekle gözler gözler gece gece hayat rüya hayat rüya gel bekle,0.0
stemmed_cbow_win4_dim100,bekle kalp rüya git gel bekle yollar gözler aşk rüya rüya gece aşk rüya bekle aşk aşk gece gözler bekle rüya kalp gözler rüya hayat gece yollar yollar özlem bekle aşk gözler aşk özlem gözler gözler gel özlem yalnızlık yalnızlık rüya gece kalp gel hayat özlem bekle gözler hayat yalnızlık gözler gel yollar gel gözler bekle gözler yollar gözler rüya bekle git kalp aşk rüya yalnızlık aşk bekle yalnızlık yalnızlık yalnızlık gözler kalp gel kalp hayat gece özlem yalnızlık yollar bekle özlem bekle hayat bekle bekle aşk gözler gece gözler yollar bekle gel kalp gece kalp gece gel aşk özlem gözler hayat gel bekle bekle özlem git yollar hayat gözler gözler yollar hayat gece aşk bekle gece gözler rüya gel gözler hayat hayat gece hayat özlem aşk rüya rüya git bekle rüya yalnızlık gözler gece kalp yollar hayat gözler gözler bekle kalp rüya gözler git özlem yollar hayat yollar gözler git özlem rüya gece gözler rüya özlem yalnızlık gel hayat hayat hayat git rüya kalp gece gözler git kalp gel yollar yollar kalp gel gece rüya kalp rüya hayat yalnızlık rüya aşk rüya bekle rüya yalnızlık bekle yollar bekle gözler yollar rüya yollar yalnızlık gece gece gece kalp rüya gece gel rüya rüya aşk rüya kalp rüya git hayat git bekle aşk gözler aşk rüya gece özlem aşk hayat yalnızlık yollar hayat bekle gece gel yollar rüya gözler gel gece gece gece git hayat git aşk git gözler özlem kalp kalp gece git yalnızlık git hayat rüya hayat git gece hayat kalp hayat git rüya aşk yalnızlık yollar özlem aşk gece özlem yollar gece aşk yollar gözler gel hayat hayat kalp yollar gel git hayat hayat gel yalnızlık aşk gözler hayat hayat yalnızlık rüya gel rüya yalnızlık yollar gel gözler özlem yalnızlık özlem hayat gözler hayat özlem rüya git git kalp git yollar gözler gel hayat gece özlem özlem gözler gözler özlem git özlem git aşk yalnızlık aşk kalp özlem git özlem kalp hayat gözler rüya gece yollar aşk kalp rüya yollar özlem git gece aşk yalnızlık gözler bekle özlem gece rüya yalnızlık gece gel gece gece gece rüya gece gözler özlem gözler hayat hayat hayat gel aşk yalnızlık yollar bekle aşk kalp hayat kalp git bekle gözler hayat yollar bekle hayat gece özlem yalnızlık kalp hayat gözler git bekle hayat gözler yollar hayat kalp özlem aşk gözler aşk özlem git kalp gel bekle yalnızlık kalp git gel git özlem özlem bekle kalp yollar gözler gece kalp git git yollar gel git yalnızlık yalnızlık hayat yollar gel hayat özlem gel bekle git bekle yollar aşk aşk bekle gece rüya hayat rüya yalnızlık gözler yollar rüya yollar yollar yalnızlık hayat gece hayat gel rüya yollar gözler aşk rüya git yollar rüya rüya bekle gözler özlem özlem yalnızlık git kalp yollar yollar gözler git aşk rüya özlem gel özlem aşk aşk gece git yalnızlık kalp gel,0.0
